region,category,parameter,mode,powertrain,year,unit,value
Czech Republic,Historical,EV sales share,Cars,EV,2015,percent,0.129999995231628
Czech Republic,Historical,EV sales share,Cars,EV,2016,percent,0.079999998211861
Czech Republic,Historical,EV sales share,Cars,EV,2017,percent,0.140000000596046
Czech Republic,Historical,EV sales share,Cars,EV,2018,percent,0.379999995231628
Czech Republic,Historical,EV sales share,Cars,EV,2019,percent,0.490000009536743
Czech Republic,Historical,EV sales share,Cars,EV,2020,percent,2.5
Czech Republic,Historical,EV sales share,Cars,EV,2021,percent,3.09999990463257
Czech Republic,Historical,EV sales share,Cars,EV,2022,percent,3.90000009536743
Czech Republic,Historical,EV sales share,Cars,EV,2023,percent,5.40000009536743
