region,category,parameter,mode,powertrain,year,unit,value
Costa Rica,Historical,EV stock,Cars,BEV,2015,Vehicles,140.0
Costa Rica,Historical,EV stock,Cars,BEV,2016,Vehicles,160.0
Costa Rica,Historical,EV stock,Cars,BEV,2017,Vehicles,180.0
Costa Rica,Historical,EV stock,Cars,BEV,2018,Vehicles,380.0
Costa Rica,Historical,EV stock,Cars,BEV,2019,Vehicles,840.0
Costa Rica,Historical,EV stock,Cars,BEV,2020,Vehicles,1500.0
Costa Rica,Historical,EV stock,Cars,BEV,2021,Vehicles,2500.0
Costa Rica,Historical,EV stock,Cars,BEV,2022,Vehicles,4100.0
Costa Rica,Historical,EV stock,Cars,BEV,2023,Vehicles,9000.0
